num_exp,departamento,localidad,barrio,direccion,superficie,fecha_inic,fecha_fin,estado,lat,lng,avance_obra,clasificacion,criterio,tipo_vivienda,cant_dormitorios,observacion,id_familia,representante,cuit_org,nivel_riesgo,cluster,dias_activa
SIM-2024-0262,Banda,La Banda,Sur,Diag. J.J. Castelli N° 5472,52,26-07-2025,06-04-2026,Finalizada,-27.724009,-64.229924,100,1a,Inclusion,Urbana,2,,262,"Diaz, Juan Ignacio",30-59804127-3,bajo,,254
SIM-2024-0263,Aguirre,Nueva Esperanza,Palermo,Calle Pte. Perón N° 598,44,19-07-2024,15-03-2025,Adjudicada,-27.636989,-62.409735,100,2a,Inclusion,Urbana,1,,263,"Cabrera, Catalina",,bajo,,239
SIM-2025-0264,Jiménez,Añatuya,San Jorge,Calle Santa Fe N° 224,45,13-02-2025,,Iniciada,-28.489897,-62.833267,14,4a,Otro,Urbana,1,,264,"Lopez, Josefina",30-68902314-5,alto,,488
SIM-2025-0265,Capital,Santiago del Estero,4 de Junio,Boulevard J.M. de Rosas N° 475,36,18-03-2025,,Iniciada,-27.790112,-64.283981,14,2a,Inclusion,Rural,2,,265,"Rodriguez, Sofia",30-68902314-5,alto,,455
SIM-2026-0266,General Taboada,Añatuya,Rivadavia,Diagonal Salta N° 95,49,23-05-2026,,Avanzada,-28.452043,-62.829712,88,2b,Inclusion,Urbana,2,,266,"Cabrera, Bruno",30-71782995-2,bajo,,24
SIM-2024-0267,Ojo de Agua,Ojo de Agua,4 de Junio,Diagonal Pte. Perón N° 98,51,15-04-2026,,Avanzada,-29.50849,-63.696464,87,2a,Inclusion,Urbana,3,,267,"Diaz, Luana",30-71782995-2,bajo,,62
SIM-2026-0268,Mitre,Bandera,Villa del Parque,Calle 159 A N° 3918,41,14-02-2025,19-09-2025,Finalizada,-29.283289,-62.26627,100,1a,Inclusion,Urbana,3,,268,"Benitez, Juan Ignacio",30-59804127-3,bajo,,217
SIM-2024-0269,Aguirre,Nueva Esperanza,Malvinas,Av. Mendoza N° 6865,46,10-10-2025,04-05-2026,Finalizada,-27.659821,-62.423565,94,2b,Inclusion,Rural,2,,269,"Ramirez, Francesco",30-68902314-5,bajo,,206
SIM-2025-0270,Capital,Santiago del Estero,Belgrano,Calle Santa Rosa N° 62,38,27-04-2025,,Iniciada,-27.803617,-64.238396,8,2b,Inclusion,Urbana,3,,270,"Ruiz, Thiago Ezequiel",30-68902314-5,alto,,415
SIM-2026-0271,Figueroa,Suncho Corral,La Reducción,Av. Río Gallegos N° 942,54,31-03-2026,,Iniciada,-28.561364,-63.450915,34,4c,Otro,Rural,2,,271,"Luna, Luna",,bajo,,77
SIM-2026-0272,Capital,Santiago del Estero,Rivadavia,Avenida Salta N° 733,34,07-11-2025,20-02-2026,Finalizada,-27.791462,-64.242427,100,4b,Otro,Urbana,1,,272,"Rojas, Antonia",30-59804127-3,bajo,,105
SIM-2024-0273,Banda,La Banda,FONAVI,Diagonal San Martin N° 969,45,19-07-2025,20-02-2026,Adjudicada,-27.730193,-64.223987,100,4a,Otro,Rural,3,,273,"Martinez, Simon",30-59804127-3,bajo,,216
SIM-2025-0274,Banda,La Banda,Villa del Parque,Avenida Viedma N° 371,54,24-01-2026,,Avanzada,-27.715821,-64.249311,45,1a,Inclusion,Urbana,2,,274,"Diaz, Emanuel",30-68902314-5,medio,,143
SIM-2026-0275,Silípica,Clodomira,La Reducción,Calle Neuquén N° 191,41,25-04-2026,,Avanzada,-27.52962,-64.139531,54,5b,Exclusion,Económica,2,,275,"Correa, Jeremias",,bajo,,52
SIM-2026-0276,Ojo de Agua,Ojo de Agua,Malvinas,Av. Omar Nuñez N° 627,40,06-01-2025,22-07-2025,Finalizada,-29.482839,-63.668568,100,5a,Exclusion,Económica,2,,276,"Gomez, Pilar",30-59804127-3,bajo,,197
SIM-2024-0277,Silípica,Clodomira,Palermo,Diagonal Ushuaia N° 533,35,24-02-2026,04-05-2026,Finalizada,-27.578563,-64.138072,98,2a,Inclusion,Rural,2,,277,"Ruiz, Alma Mia",,bajo,,69
SIM-2025-0278,Banda,La Banda,Villa Jardín,Av. Río Gallegos N° 678,39,29-04-2026,,Avanzada,-27.751536,-64.258075,55,2b,Inclusion,Urbana,2,,278,"Roldan, Thiago Valentin",30-71782995-2,bajo,,48
SIM-2025-0279,Capital,Santiago del Estero,Rivadavia,Diagonal Belgrano N° 3681,55,10-09-2025,,Iniciada,-27.795624,-64.256784,18,5f,Otro,Urbana,3,,279,"Gomez, Ian",30-68902314-5,alto,,279
SIM-2026-0280,Mitre,Bandera,4 de Junio,Diagonal 8 N° 5942,43,24-07-2025,02-04-2026,Finalizada,-29.29197,-62.250282,91,2a,Inclusion,Rural,2,,280,"Gomez, Gonzalo",30-71782995-2,bajo,,252
SIM-2025-0281,Salavina,Los Telares,FONAVI,Avenida Córdoba N° 915,36,10-07-2025,,Iniciada,-29.22189,-63.507853,27,5f,Otro,Urbana,3,,281,"Miranda, Joaquin",,alto,,341
SIM-2025-0282,General Taboada,Añatuya,Centenario,Calle San Martin N° 988,47,25-03-2024,09-01-2025,Finalizada,-28.464117,-62.826004,97,5f,Otro,Rural,2,,282,"Perez, Isabel",,bajo,,290
SIM-2025-0283,Banda,La Banda,Centro,Calle San Ferando del Valle de Catamarca N° 517,40,03-02-2025,,Iniciada,-27.729795,-64.195805,15,5d,Exclusion,Urbana,1,,283,"Benitez, Martina",30-68902314-5,alto,,498
SIM-2025-0284,Pellegrini,Tintina,Villa Luján,Diagonal Saavedra N° 89,40,08-10-2025,09-04-2026,Adjudicada,-27.043558,-62.727217,100,1a,Inclusion,Rural,2,,284,"Ruiz, Olivia",30-59804127-3,bajo,,183
SIM-2025-0285,Silípica,Clodomira,25 de Mayo,Av. 8 N° 29,54,14-03-2025,03-12-2025,Finalizada,-27.582473,-64.111598,100,2a,Inclusion,Urbana,2,,285,"Lopez, Isabel",30-59804127-3,bajo,,264
SIM-2025-0286,Figueroa,Suncho Corral,Malvinas,Avenida San Luis N° 239,47,28-10-2025,,Iniciada,-28.568273,-63.457982,8,2b,Inclusion,Urbana,2,,286,"Vera, Renata",30-68902314-5,alto,,231
SIM-2026-0287,Jiménez,Añatuya,Villa Hogar,Calle La Rioja N° 669,45,30-09-2025,,Avanzada,-28.46994,-62.829607,49,1a,Inclusion,Urbana,2,,287,"Rodriguez, Santiago",30-68902314-5,medio,,259
SIM-2025-0288,Banda,La Banda,Malvinas,Calle Saavedra N° 454,57,20-06-2025,,Avanzada,-27.762283,-64.212145,39,3a,Inclusion,Urbana,2,,288,"Suarez, Luisana",,medio,,361
SIM-2026-0289,General Taboada,Añatuya,FONAVI,Avenida G. Brown N° 5479,46,16-12-2024,23-07-2025,Adjudicada,-28.48203,-62.835979,100,1a,Inclusion,Rural,2,,289,"Vazquez, Thiago Nahuel",30-59804127-3,bajo,,219
SIM-2025-0290,Atamisqui,Villa Atamisqui,Villa del Parque,Av. Mendoza N° 849,58,04-01-2026,17-03-2026,Finalizada,-28.47498,-63.809146,100,5a,Exclusion,Rural,2,,290,"Ferreyra, Tiziano Benjamin",30-59804127-3,bajo,,72
SIM-2024-0291,Capital,Santiago del Estero,Norte,Diag. 7 N° 668,34,21-09-2025,09-02-2026,Finalizada,-27.798185,-64.275369,83,4b,Otro,Rural,2,,291,"Dominguez, Martin",,bajo,,141
SIM-2026-0292,Capital,Santiago del Estero,Centenario,Calle 6 N° 432,57,30-04-2026,,Avanzada,-27.808157,-64.261596,43,2b,Inclusion,Urbana,2,,292,"Torres, Dylan Ezequiel",30-68902314-5,bajo,,47
SIM-2026-0293,Capital,Santiago del Estero,FONAVI,Av. 4 N° 736,44,27-03-2026,,Iniciada,-27.804317,-64.256972,19,2a,Inclusion,Rural,2,,293,"Olivera, Lola",,bajo,,81
SIM-2023-0294,Jiménez,Añatuya,Malvinas,Calle 4 N° 71,40,04-04-2026,,Avanzada,-28.438609,-62.795515,86,1a,Inclusion,Rural,3,,294,"Rivero, Facundo",30-71782995-2,bajo,,73
SIM-2026-0295,Mitre,Bandera,Rivadavia,Avenida Córdoba N° 316,49,05-01-2026,21-10-2026,Adjudicada,-29.28281,-62.249205,100,4a,Otro,Urbana,2,,295,"Rodriguez, Juan Manuel",,bajo,,289
SIM-2026-0296,Moreno,Quimilí,Los Ejidos,Diagonal 186 A N° 94,41,30-05-2025,13-10-2025,Finalizada,-27.604759,-62.402489,100,5d,Exclusion,Urbana,2,,296,"Rios, Lautaro Gabriel",30-59804127-3,bajo,,136
SIM-2025-0297,Mitre,Bandera,Los Aromos,Diagonal Salta N° 15,50,01-02-2025,26-05-2025,Adjudicada,-29.263368,-62.248043,100,5c,Exclusion,Urbana,3,,297,"Mendoza, Sofia",30-59804127-3,bajo,,114
SIM-2025-0298,Mitre,Bandera,Los Ejidos,Avenida J.M. de Rosas N° 437,52,24-09-2025,20-02-2026,Adjudicada,-29.264869,-62.2488,100,1a,Inclusion,Rural,1,,298,"Romero, Felipe",30-59804127-3,bajo,,149
SIM-2024-0299,Capital,Santiago del Estero,Villa del Parque,Avenida Mendoza N° 29,43,19-10-2025,18-12-2025,Adjudicada,-27.770121,-64.249323,100,1a,Inclusion,Urbana,2,,299,"Caceres, Tiziano Benjamin",30-59804127-3,bajo,,60
SIM-2023-0300,General Taboada,Añatuya,Centro,Avenida La Rioja N° 189,38,27-07-2023,01-12-2023,Adjudicada,-28.468359,-62.807283,100,4c,Otro,Urbana,2,,300,"Acosta, Felipe",,bajo,,127
SIM-2025-0301,Guasayán,El Charco,Autonomía,Avenida Neuquén N° 4523,44,26-08-2025,,Avanzada,-28.057364,-65.03008,61,2a,Inclusion,Rural,3,,301,"Ferreyra, Clara",,medio,,294
SIM-2025-0302,Choya,Frías,Villa Jardín,Av. Córdoba N° 733,44,03-12-2025,,Iniciada,-28.624988,-65.13356,9,1a,Inclusion,Urbana,1,,302,"Sanchez, Martina",30-68902314-5,alto,,195
SIM-2024-0303,Jiménez,Añatuya,San Martín,Calle Pte. Perón N° 870,49,24-05-2025,19-08-2025,Finalizada,-28.484477,-62.827567,87,4b,Otro,Urbana,3,,303,"Navarro, Maite",,bajo,,87
SIM-2025-0304,Aguirre,Nueva Esperanza,Centenario,Calle Alvear N° 722,46,03-06-2025,,Iniciada,-27.613061,-62.42354,11,4a,Otro,Urbana,3,,304,"Ferreyra, Thiago Agustin",,alto,,378
SIM-2026-0305,Capital,Santiago del Estero,FONAVI,Avenida 4 N° 1174,43,17-01-2026,,Iniciada,-27.790511,-64.232606,16,2b,Inclusion,Urbana,2,,305,"Romero, Emilia",,alto,,150
SIM-2025-0306,Mitre,Bandera,25 de Mayo,Diagonal Chaco N° 427,45,23-02-2025,18-07-2025,Adjudicada,-29.268978,-62.257058,100,4c,Otro,Urbana,1,,306,"Roldan, Martina",30-71782995-2,bajo,,145
SIM-2026-0307,Mitre,Bandera,Villa del Parque,Diagonal Jujuy N° 619,52,02-02-2026,,Avanzada,-29.282036,-62.264506,72,1a,Inclusion,Urbana,2,,307,"Perez, Juan Bautista",,medio,,134
SIM-2025-0308,Banda,La Banda,Palermo,Camino Chilecito N° 63,39,09-04-2026,,Avanzada,-27.753477,-64.237607,85,3a,Inclusion,Rural,2,,308,"Herrera, Santino Ezequiel",30-71782995-2,bajo,,68
SIM-2026-0309,Capital,Santiago del Estero,Palermo,Calle Chilecito N° 1999,40,04-04-2026,,Avanzada,-27.773489,-64.288417,77,5c,Exclusion,Urbana,1,,309,"Perez, Mia Jazmin",30-68902314-5,bajo,,73
SIM-2025-0310,Robles,Fernández,Sur,Avenida Santa Fe N° 487,44,22-10-2025,20-05-2026,Finalizada,-27.92021,-63.858821,81,2a,Inclusion,Urbana,2,,310,"Toledo, Julia",,bajo,,210
SIM-2025-0311,Pellegrini,Tintina,4 de Junio,Boulevard Ushuaia N° 955,34,11-12-2024,19-08-2025,Finalizada,-27.043994,-62.682139,100,1a,Inclusion,Urbana,2,,311,"Coronel, Bautista",30-59804127-3,bajo,,251
SIM-2025-0312,Capital,Santiago del Estero,,Diagonal 3 N° 2645,40,11-07-2025,,Iniciada,-27.834579,-64.25308,31,3a,Inclusion,Urbana,3,,312,"Nuñez, Isabella",30-71782995-2,medio,,340
SIM-2024-0313,Atamisqui,Villa Atamisqui,Belgrano,Av. 5 N° 736,46,22-10-2025,06-03-2026,Finalizada,-28.499382,-63.80825,100,2a,Inclusion,Urbana,2,,313,"Paz, Pilar",30-59804127-3,bajo,,135
SIM-2026-0314,Guasayán,El Charco,Norte,Calle 6 N° 21,50,17-01-2026,,Avanzada,-28.074153,-65.046045,54,4b,Otro,Rural,3,,314,"Gonzalez, Jazmín",30-68902314-5,medio,,150
SIM-2024-0315,Rivadavia,Pinto,4 de Junio,Calle Constitución N° 5245,57,03-08-2024,30-11-2024,Adjudicada,-29.141296,-61.898785,100,1a,Inclusion,Urbana,2,,315,"Garcia, Catalina",30-68902314-5,bajo,,119
SIM-2026-0316,Rivadavia,Pinto,Palermo,Calle Alvear N° 25,39,20-04-2026,,Avanzada,-29.172262,-61.924459,77,1a,Inclusion,Urbana,3,,316,"Franco, Juan",30-71782995-2,bajo,,57
SIM-2025-0317,Banda,La Banda,San Martín,Diag. Ciudad Autónoma de Buenos Aires N° 59,42,22-04-2026,,Avanzada,-27.735821,-64.23562,73,5c,Exclusion,Urbana,3,,317,"Cabrera, Manuel",30-71782995-2,bajo,,55
SIM-2025-0318,Guasayán,El Charco,Catamarca,Camino La Rioja N° 88,54,04-02-2025,07-08-2025,Adjudicada,-28.057663,-65.045528,100,4c,Otro,Urbana,2,,318,"Avila, Lucas Ezequiel",30-59804127-3,bajo,,184
SIM-2026-0319,Rivadavia,Pinto,Los Ejidos,Avenida Tierra del Fuego N° 437,46,06-10-2024,30-06-2025,Finalizada,-29.154479,-61.876889,100,2a,Inclusion,Urbana,2,,319,"Torres, Juan Ignacio",30-59804127-3,bajo,,267
SIM-2024-0320,Capital,Santiago del Estero,Villa Hogar,Blv. Malvinas Argentinas N° 5856,47,08-08-2025,07-01-2026,Adjudicada,-27.786778,-64.250744,100,2a,Inclusion,Urbana,2,,320,"Sosa, Zoe",30-59804127-3,bajo,,152
SIM-2024-0321,Banda,La Banda,Rivadavia,Camino Pte. Perón N° 502,45,04-01-2024,11-09-2024,Adjudicada,-27.723431,-64.216075,100,1a,Inclusion,Urbana,2,,321,"Carrizo, Mateo Agustin",,bajo,,251
SIM-2026-0322,Copo,Monte Quemado,Malvinas,Av. J.B. Alberdi N° 16,54,18-01-2025,15-07-2025,Adjudicada,-25.787238,-62.832615,100,1a,Inclusion,Rural,1,,322,"Duarte, Luca",30-59804127-3,bajo,,178
SIM-2026-0323,Capital,Santiago del Estero,San Martín,Avenida Alem N° 780,44,25-03-2026,,Avanzada,-27.807175,-64.228583,81,5b,Exclusion,Urbana,1,,323,"Figueroa, Victoria",30-71782995-2,bajo,,83
SIM-2024-0324,Atamisqui,Villa Atamisqui,Villa Luján,Calle Tierra del Fuego N° 184,39,29-08-2025,11-03-2026,Adjudicada,-28.506754,-63.818694,100,2a,Inclusion,Urbana,2,,324,"Lopez, Sofia",30-59804127-3,bajo,,194
SIM-2026-0325,Silípica,Clodomira,Los Ejidos,Calle La Pampa N° 752,41,27-03-2026,,Avanzada,-27.555868,-64.144747,99,2b,Inclusion,Urbana,1,,325,"Castro, Milagros",30-71782995-2,bajo,,81
SIM-2026-0326,Moreno,Quimilí,Los Aromos,Diagonal San Luis N° 279,30,21-04-2026,,Iniciada,-27.672012,-62.421142,17,2a,Inclusion,Urbana,2,,326,"Arias, Victoria",30-68902314-5,bajo,,56
SIM-2024-0327,Jiménez,Añatuya,Norte,Boulevard 8 N° 5669,50,16-06-2025,,Iniciada,-28.48851,-62.827313,11,2a,Inclusion,Económica,2,,327,"Aguero, Thiago Ezequiel",30-68902314-5,alto,,365
SIM-2026-0328,Choya,Frías,25 de Mayo,Av. San Ferando del Valle de Catamarca N° 99,44,19-04-2026,,Avanzada,-28.640342,-65.154406,56,5b,Exclusion,Urbana,2,,328,"Sosa, Julia",30-71782995-2,bajo,,58
SIM-2024-0329,Capital,Santiago del Estero,25 de Mayo,Av. Alem N° 1588,55,17-04-2026,,Avanzada,-27.795065,-64.281851,93,2b,Inclusion,Rural,1,,329,"Romero, Luciano Benjamin",30-71782995-2,bajo,,60
SIM-2024-0330,Choya,Frías,Villa del Parque,Av. Rivadavia N° 176,44,03-04-2026,,Avanzada,-28.632207,-65.140977,78,4c,Otro,Rural,1,,330,"Leiva, Juan David",30-71782995-2,bajo,,74
SIM-2025-0331,Banda,La Banda,FONAVI,Blv. 180 A N° 205,42,14-12-2025,31-05-2026,Adjudicada,-27.731249,-64.276751,100,4c,Otro,Urbana,2,,331,"Fernandez, Dylan Benjamin",30-59804127-3,bajo,,168
SIM-2026-0332,Choya,Frías,Centro,Calle J.J. Castelli N° 527,42,09-05-2026,,Iniciada,-28.660276,-65.155029,31,5e,Exclusion,Rural,2,,332,"Alvarez, Dylan Benjamin",,bajo,,38
SIM-2026-0333,Banda,La Banda,La Reducción,Diagonal Corrientes N° 319,40,29-03-2026,,Avanzada,-27.702642,-64.228465,72,2b,Inclusion,Urbana,1,,333,"Ramirez, Alfonsina",30-71782995-2,bajo,,79
SIM-2026-0334,Capital,Santiago del Estero,Centenario,Boulevard 9 N° 741,50,26-10-2025,,Avanzada,-27.784694,-64.235812,47,4b,Otro,Urbana,2,,334,"Torres, Emma",30-68902314-5,medio,,233
SIM-2026-0335,Guasayán,El Charco,Malvinas,Diagonal Jujuy N° 12,49,30-05-2026,,Avanzada,-28.062927,-65.034645,63,1a,Inclusion,Urbana,2,,335,"Rodriguez, Bautista",30-68902314-5,bajo,,17
SIM-2024-0336,Banda,La Banda,Villa Luján,Boulevard Saavedra N° 356,48,24-03-2026,,Avanzada,-27.727917,-64.223887,98,3a,Inclusion,Rural,3,,336,"Flores, Sebastian",30-71782995-2,bajo,,84
SIM-2024-0337,Banda,La Banda,Centro,Av. Santa Cruz N° 9880,53,27-05-2025,25-10-2025,Adjudicada,-27.716108,-64.249634,100,1a,Inclusion,Rural,1,,337,"Gomez, Santino",30-59804127-3,bajo,,151
SIM-2026-0338,Capital,Santiago del Estero,,Boulevard La Pampa N° 18,39,06-06-2026,,Iniciada,-27.791443,-64.223645,31,5f,Otro,Rural,3,,338,"Hernandez, Joaquin",,bajo,,10
SIM-2024-0339,Capital,Santiago del Estero,Los Aromos,Av. J.J. Castelli N° 19,39,15-12-2025,,Avanzada,-27.763753,-64.257438,46,2a,Inclusion,Rural,1,,339,"Vega, Mateo Benjamin",30-68902314-5,medio,,183
SIM-2025-0340,Banda,La Banda,Norte,Calle Santa Cruz N° 591,47,24-04-2025,,Iniciada,-27.74371,-64.245766,7,2a,Inclusion,Urbana,2,,340,"Paez, Matias",30-68902314-5,alto,,418
SIM-2025-0341,Atamisqui,Villa Atamisqui,San Martín,Camino 120 B N° 76,44,23-07-2025,,Iniciada,-28.471589,-63.831327,10,2a,Inclusion,Rural,3,,341,"Dominguez, Thiago Agustin",30-68902314-5,alto,,328
SIM-2026-0342,Copo,Monte Quemado,San Martín,Calle Neuquén N° 5879,47,06-06-2026,,Iniciada,-25.761439,-62.799904,24,1a,Inclusion,Urbana,2,,342,"Gonzalez, Samuel",,bajo,,10
SIM-2025-0343,Choya,Frías,Villa del Parque,Diagonal Saavedra N° 299,48,10-12-2024,18-08-2025,Finalizada,-28.647316,-65.134839,100,1a,Inclusion,Rural,3,,343,"Medina, Bautista",30-59804127-3,bajo,,251
SIM-2024-0344,Moreno,Quimilí,Autonomía,Avenida 7 N° 7068,32,13-11-2025,11-02-2026,Finalizada,-27.65641,-62.417633,100,1a,Inclusion,Urbana,1,,344,"Fernandez, Ciro",30-59804127-3,bajo,,90
SIM-2025-0345,Banda,La Banda,Belgrano,Avenida Mendoza N° 58,41,06-01-2025,,Iniciada,-27.727814,-64.22835,9,2a,Inclusion,Urbana,2,,345,"Aguirre, Joaquin",,alto,,526
SIM-2026-0346,Robles,Fernández,Norte,Calle 6 N° 37,34,21-05-2026,,Avanzada,-27.898668,-63.909064,65,4b,Otro,Rural,2,,346,"Perez, Santino Gabriel",30-71782995-2,bajo,,26
SIM-2026-0347,Ojo de Agua,Ojo de Agua,Villa Luján,Diagonal Mendoza N° 659,56,31-10-2025,,Iniciada,-29.50496,-63.678152,17,2a,Inclusion,Urbana,3,,347,"Olivera, Paloma",30-68902314-5,alto,,228
SIM-2026-0348,Banda,La Banda,Centenario,Av. 1 N° 703,44,20-04-2026,,Avanzada,-27.74326,-64.220584,39,2a,Inclusion,Urbana,2,,348,"Farias, Emma",,bajo,,57
SIM-2025-0349,Jiménez,Añatuya,Villa Luján,Avenida Santa Fe N° 5974,49,05-12-2025,,Iniciada,-28.463107,-62.825094,35,2a,Inclusion,Urbana,1,,349,"Peralta, Francisco",,medio,,193
SIM-2025-0350,Copo,Monte Quemado,Centenario,Calle Corrientes N° 4318,54,18-08-2025,,Iniciada,-25.828375,-62.804422,12,2b,Inclusion,Rural,2,,350,"Flores, Martina",30-68902314-5,alto,,302
SIM-2026-0351,Capital,Santiago del Estero,Villa del Parque,Calle Tucumán N° 357,47,23-05-2026,,Avanzada,-27.80626,-64.253876,64,2b,Inclusion,Rural,1,,351,"Garcia, Juan Cruz",,bajo,,24
SIM-2026-0352,Rivadavia,Pinto,FONAVI,Avenida J.J. Castelli N° 776,39,10-12-2025,13-03-2026,Adjudicada,-29.148308,-61.906905,100,1a,Inclusion,Urbana,1,,352,"Suarez, Julia",30-59804127-3,bajo,,93
SIM-2025-0353,Ojo de Agua,Ojo de Agua,Sur,Diag. 3 N° 286,48,21-01-2025,,Iniciada,-29.50946,-63.675891,25,5b,Exclusion,Rural,2,,353,"Gonzalez, Thiago Benjamin",30-68902314-5,alto,,511
SIM-2024-0354,Silípica,Clodomira,Villa Jardín,Calle Alvear N° 9725,30,19-04-2026,,Avanzada,-27.577671,-64.119109,96,5f,Otro,Rural,2,,354,"Garcia, Julieta",30-71782995-2,bajo,,58
SIM-2023-0355,Moreno,Quimilí,San Jorge,Av. G. Brown N° 123,41,26-08-2025,,Iniciada,-27.617322,-62.444315,5,5c,Exclusion,Rural,2,,355,"Perez, Milagros",30-68902314-5,alto,,294
SIM-2024-0356,Banda,La Banda,Centenario,Av. Santa Fe N° 8788,52,22-06-2025,21-02-2026,Finalizada,-27.755154,-64.263304,100,3a,Inclusion,Urbana,2,,356,"Ruiz, Santino",30-59804127-3,bajo,,244
SIM-2026-0357,Robles,Fernández,La Reducción,Av. Formosa N° 768,44,29-01-2026,,Avanzada,-27.935419,-63.880763,53,5a,Exclusion,Rural,2,,357,"Muñoz, Thiago Gabriel",30-71782995-2,medio,,138
SIM-2026-0358,Copo,Monte Quemado,,Calle 1 N° 211,35,20-04-2026,,Iniciada,-25.791413,-62.829617,14,2a,Inclusion,Urbana,3,,358,"Luna, Guadalupe",,bajo,,57
SIM-2025-0359,Robles,Fernández,,Av. Jujuy N° 35,33,08-07-2025,,Iniciada,-27.909067,-63.895888,10,2a,Inclusion,Urbana,3,,359,"Toledo, Thiago Benjamin",30-68902314-5,alto,,343
SIM-2026-0360,Silípica,Clodomira,Villa Jardín,Calle Mendoza N° 451,50,01-07-2025,29-03-2026,Finalizada,-27.578706,-64.105986,100,2a,Inclusion,Urbana,3,,360,"Miranda, Franco",30-59804127-3,bajo,,271
SIM-2025-0361,Capital,Santiago del Estero,Catamarca,Calle Mitre N° 317,42,15-07-2025,,Iniciada,-27.801276,-64.267287,9,OT,Otro,Rural,2,,361,"Medina, Dylan",30-68902314-5,alto,,336
SIM-2025-0362,Ojo de Agua,Ojo de Agua,Villa Jardín,Calle Rosario N° 15,47,10-08-2025,,Iniciada,-29.471619,-63.690125,8,4a,Otro,Urbana,2,,362,"Gonzalez, Isabella",30-68902314-5,alto,,310
SIM-2026-0363,Choya,Frías,Villa Jardín,Blv. J.B. Alberdi N° 99,42,24-04-2026,,Iniciada,-28.629455,-65.132702,1,OT,Otro,Urbana,3,,363,"Aguirre, Mateo",30-71782995-2,bajo,,53
SIM-2025-0364,General Taboada,Añatuya,Santa Rosa,Avenida Mitre N° 98,44,29-10-2025,,Iniciada,-28.474534,-62.830289,32,2a,Inclusion,Urbana,2,,364,"Herrera, Renata",,medio,,230
SIM-2023-0365,Capital,Santiago del Estero,Malvinas,Diag. Omar Nuñez N° 652,49,19-01-2025,06-05-2025,Finalizada,-27.781903,-64.260065,100,4a,Otro,Rural,2,,365,"Cordoba, Santino Gabriel",30-59804127-3,bajo,,107
SIM-2025-0366,Banda,La Banda,Sur,Calle 2 N° 6453,30,30-04-2026,,Avanzada,-27.736453,-64.238585,96,OT,Otro,Urbana,2,,366,"Garcia, Camila",30-71782995-2,bajo,,47
SIM-2024-0367,Pellegrini,Tintina,San Martín,Avenida Pte. Perón N° 6486,51,27-12-2025,,Avanzada,-27.017506,-62.709763,46,OT,Otro,Rural,2,,367,"Correa, Valentino",30-68902314-5,medio,,171
SIM-2026-0368,Banda,La Banda,Sur,Calle Alvear N° 548,43,05-01-2026,,Iniciada,-27.787133,-64.202409,19,2a,Inclusion,Urbana,3,,368,"Alvarez, Thiago Joaquin",,alto,,162
SIM-2024-0369,General Taboada,Añatuya,Belgrano,Av. 9 N° 660,48,10-10-2025,31-12-2025,Adjudicada,-28.451053,-62.847718,100,5f,Otro,Rural,3,,369,"Rios, Bautista Benjamin",30-59804127-3,bajo,,82
SIM-2025-0370,Jiménez,Añatuya,Palermo,Avenida J.J. Castelli N° 338,57,26-04-2025,18-08-2025,Adjudicada,-28.478961,-62.852228,100,2a,Inclusion,Urbana,2,,370,"Cruz, Catalina",30-59804127-3,bajo,,114
SIM-2024-0371,Figueroa,Suncho Corral,Villa del Parque,Diagonal Tierra del Fuego N° 258,50,17-10-2025,09-01-2026,Adjudicada,-28.561432,-63.439086,100,2b,Inclusion,Económica,2,,371,"Diaz, Martin",30-59804127-3,bajo,,84
SIM-2025-0372,Banda,La Banda,San Martín,Diag. Buenos Aires N° 833,47,03-01-2025,19-07-2025,Finalizada,-27.726078,-64.237292,100,4c,Otro,Rural,2,,372,"Gutierrez, Lucas Ezequiel",30-59804127-3,bajo,,197
SIM-2025-0373,Banda,La Banda,Norte,Avenida Mendoza N° 5365,45,13-10-2025,,Iniciada,-27.691739,-64.241037,18,5a,Exclusion,Urbana,1,,373,"Gomez, Juan Ignacio",30-71782995-2,alto,,246
SIM-2023-0374,Capital,Santiago del Estero,Santa Rosa,Av. San Ferando del Valle de Catamarca N° 7936,52,30-09-2025,01-05-2026,Finalizada,-27.776088,-64.241101,96,3a,Inclusion,Rural,2,,374,"Bravo, Ezequiel",,bajo,,213
SIM-2026-0375,Robles,Fernández,FONAVI,Diagonal Jujuy N° 544,55,14-06-2025,,Iniciada,-27.915503,-63.907574,8,1a,Inclusion,Rural,2,,375,"Diaz, Antonio",30-68902314-5,alto,,367
SIM-2024-0376,Banda,La Banda,4 de Junio,Calle San Luis N° 9023,39,24-07-2025,15-02-2026,Finalizada,-27.755634,-64.234553,90,4c,Otro,Urbana,3,,376,"Carrizo, Juan Ignacio",30-71782995-2,bajo,,206
SIM-2025-0377,Banda,La Banda,San Jorge,Av. Chilecito N° 939,46,11-01-2026,04-04-2026,Finalizada,-27.736154,-64.234082,82,1a,Inclusion,Rural,2,,377,"Morales, Isabella",,bajo,,83
SIM-2026-0378,Jiménez,Añatuya,Sur,Diagonal Santiago del Estero N° 31,47,17-01-2025,,Iniciada,-28.452405,-62.811953,5,5d,Exclusion,Urbana,2,,378,"Sanchez, Julian",30-68902314-5,alto,,515
